"sheet","brand","excel_name","target_sql_name","status"
"Архитектурные","LLumar","S CL SR PS 8 (1,83)","LLumar S CL SR PS 8 (1,83)","matched"
"Архитектурные","LLumar","S SI 20 SR PS 4","LLumar S SI 20 SR PS 4","matched"
"Тонировка распродажа","LLumar","SA 05 CH SR PS 4","LLumar SA 05 CH SR PS 4","matched"
"Тонировка распродажа","LLumar","SA 15 CH SR PS 4","LLumar SA 15 CH SR PS 4","matched"
"Тонировка распродажа","LLumar","SA 35 CH SR PS 4","LLumar SA 35 CH SR PS 4","matched"
"Тонировка распродажа","LLumar","SA 50 CH SR PS 4","LLumar SA 50 CH SR PS 4","matched"
"Архитектурные","LLumar","Safety 11 mil (1,524)","","unmatched"
"Архитектурные","LLumar","Safety 11 mil (1,83)","","unmatched"
"Архитектурные","LLumar","Safety 12 mil (1,524)","","unmatched"
"Архитектурные","LLumar","Safety 12 mil (1,83)","","unmatched"
"Архитектурные","LLumar","Safety 2 mil(1,524 х30м)","","unmatched"
"Архитектурные","LLumar","Safety 2 mil(1,83 х30м)","","unmatched"
"Архитектурные","LLumar","Safety 4 mil (1,83х30м)","","unmatched"
"Архитектурные","LLumar","Safety 4 mil(1,524х30м)","","unmatched"
"Архитектурные","LLumar","Safety 7 mil (1,83х30м)","","unmatched"
"Архитектурные","LLumar","Safety 7 mil(1,524 х30м)","","unmatched"
"Архитектурные","LLumar","Safety Ceramic Super IR 7080 BLUE","","unmatched"
"Архитектурные","LLumar","Safety Ceramic Super IR 7080 Green","","unmatched"
"Бронепленка","LLumar","Satin","Satin","matched"
"Бронепленка","LLumar","Satin (матт - сати)","","unmatched"
"Архитектурные","LLumar","Silver 05 EXT 2 mil (1,525 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 05 EXT 2 mil (1,83 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 05 EXT 2 mil (1,83 х60м)","","unmatched"
"Архитектурные","LLumar","Silver 05 EXT 4 mil (1,52 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,525 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,83 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,83 х60м)","","unmatched"
"Архитектурные","LLumar","Silver 15 EXT 3 mil (1,525 х30м)","","unmatched"
"Архитектурные","LLumar","Silver 15 EXT 4 mil(1,525 х30м)","","unmatched"
"Архитектурные","LLumar","Silver Blue 20 (1,524 х30м)","","unmatched"
"Архитектурные","LLumar","Silver Blue 20 (1,524 х60м)","","unmatched"
"Архитектурные","LLumar","Silver Blue P","","unmatched"
"Архитектурные","LLumar","silver bronze 10 (1,524 х30м)","","unmatched"
"Архитектурные","LLumar","silver bronze 20 (1,524 х30м)","","unmatched"
"Архитектурные","LLumar","silver bronze 20 (1,524 х60м)","","unmatched"
"Архитектурные","LLumar","Silver bronze matte (1,524х30м  п)","","unmatched"
"Архитектурные","LLumar","Silver matte (1,524х30м  п)","","unmatched"
"Архитектурные","LLumar","Silver Out (1,52 x 30 m)","","unmatched"
"Архитектурные","LLumar","Silver Safety 4 mil 15%","","unmatched"
"Архитектурные","LLumar","Sky 10 (1,524)","","unmatched"
"Архитектурные","LLumar","Sky 10 (1,83)","","unmatched"
"Архитектурные","LLumar","Sky 20 (1,524)","","unmatched"
"Архитектурные","LLumar","Sky 20 (1,83)","","unmatched"
"Бронепленка","LLumar","Soft (мягкий топ)","","unmatched"
"Тонировка","LLumar","Super IR 7080 BLUE NEW","Super IR 7080 BLUE    NEW+","matched"
"Тонировка","LLumar","Super IR 7080 GREEN","Super IR 7080 GREEN","matched"
"Бронепленка","LLumar","Valor","LLumar Valor","matched"
"Архитектурные","LLumar","White Matte мат белая(1,524х30м п)","","unmatched"
"Архитектурные","LLumar","White Matte мат белая(1,524х60м п)","","unmatched"
"Архитектурные","LLumar","White Matte мат белая(1,83х30м)","","unmatched"
"Архитектурные","LLumar","White Matte мат белая(1,83х60м)","","unmatched"
"Архитектурные","LLumar","White Out(1,524  х30м)","","unmatched"
"Бронепленка","LLumar","Xside","Xside","matched"
"Винил","Luxfil","КПМФ Матт (салон)","","unmatched"
"Винил","Luxfil","КПМФ прозрачная (салон)","","unmatched"
"Винил","Luxfil","КПМФ черная структурная","","unmatched"
"Винил","Luxfil","КПМФ черный глянец","","unmatched"
"Бронепленка","LLumar","Риджит","","unmatched"
